KECAMATAN,DESA,KAMPUNG,RT/RW,LUAS (Ha),KEWENANGAN,Bobot Kumuh,Tingkat Kekumuhan Awal,Pembagian Kawasan Kumuh,BANGUNAN-JALAN LINGKUNGAN (Unit)-KEBUTUHAN,BANGUNAN-JALAN LINGKUNGAN (Unit)-NUMERIK,BANGUNAN-RELOKASI (Ha)-KEBUTUHAN,BANGUNAN-RELOKASI (Ha)-NUMERIK,BANGUNAN-RTLH (Unit)-KEBUTUHAN,BANGUNAN-RTLH (Unit)-NUMERIK,JALAN LINGKUNGAN-JALAN BARU (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN BARU (M)-NUMERIK,JALAN LINGKUNGAN-JALAN RUSAK (M)-KEBUTUHAN,JALAN LINGKUNGAN-JALAN RUSAK (M)-NUMERIK,AIR MINUM-SAB AKSES (KK)-KEBUTUHAN,AIR MINUM-SAB AKSES (KK)-NUMERIK,AIR MINUM-SAB KEBUTUHAN (KK)-KEBUTUHAN,AIR MINUM-SAB KEBUTUHAN (KK)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE LIMPASAN (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE BARU (M)-NUMERIK,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-KEBUTUHAN,DRAINASE LINGKUNGAN-DRAINASE RUSAK (M)-NUMERIK,SANITASI-SETPITENG KOMUNAL (KK)-KEBUTUHAN,SANITASI-SETPITENG KOMUNAL (KK)-NUMERIK,SANITASI-JAMBAN PRIBADI (KK)-KEBUTUHAN,SANITASI-JAMBAN PRIBADI (KK)-NUMERIK,PERSAMPAHAN-TPS/TPST (KK)-KEBUTUHAN,PERSAMPAHAN-TPS/ TPST (KK)-NUMERIK,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -KEBUTUHAN,PERSAMPAHAN-TPS3R/ BANK SAMPAH (KK) -NUMERIK,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-KEBUTUHAN,PROTEKSI KEBAKARAN-JALAN LINGKUNGAN/ SUMBER AIR (KK)-NUMERIK,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-KEBUTUHAN,PROTEKSI KEBAKARAN-APAR/ MOBIL/MOTOR DAMKAR-NUMERIK
JAWILAN,PAGINTUNGAN,KP. TIPAR,RT019-RW002,1.0207479796,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,22,1,0,0,0,0,0,0,900,5,57,5,0,0,0,0,0,0,1000,5,0,0,0,0,73,5,73,5,73,0,50,5
JAWILAN,PARAKAN,KP. PARAKAN,RT001-RW001,1.26850414415,KAB/KOTA,38,KUMUH SEDANG,Kawasan Perkotaan Timur,46,3,0,0,6,0,0,0,400,5,77,5,0,0,0,0,200,0,1000,5,1,0,1,0,82,5,82,5,82,5,68,5
JAWILAN,PARAKAN,KP. PARAKAN,RT002-RW001,0.577952368077,KAB/KOTA,36,KUMUH RINGAN,Kawasan Perkotaan Timur,32,1,0,0,5,0,0,0,700,5,89,5,0,0,0,0,0,0,1500,5,5,0,5,0,92,5,92,5,92,5,81,5
JAWILAN,PARAKAN,KP. PASIR LAME,RT002-RW002,1.93400853009,KAB/KOTA,35,KUMUH RINGAN,Kawasan Perkotaan Timur,15,0,0,0,6,0,0,0,600,5,73,5,0,0,0,0,0,0,1500,5,6,0,6,0,78,5,78,5,78,5,68,5
JAWILAN,PARAKAN,KP. PARAKAN,RT003-RW001,1.7438615601,KAB/KOTA,35,KUMUH RINGAN,Kawasan Perkotaan Timur,16,0,0,0,6,0,0,0,500,5,83,5,0,0,0,0,0,0,3000,5,2,0,2,0,88,5,88,5,88,5,75,5
JAWILAN,PARAKAN,KP. PABUARAN,RT004-RW001,1.63550843634,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,29,1,0,0,8,0,0,0,200,0,136,5,0,0,0,0,200,0,1000,5,11,0,11,0,137,5,137,5,137,5,95,5
JAWILAN,PARAKAN,KP. KEDUNG,RT005-RW002,0.572442395078,KAB/KOTA,25,KUMUH RINGAN,Kawasan Perkotaan Timur,17,0,0,0,0,0,0,0,50,0,127,5,0,0,0,0,0,0,60,5,0,0,0,0,127,5,127,5,127,0,88,5
KIBIN,BARENGKOK,KP. SADANG,RT001-RW001,2.07288729712,PROVINSI,30,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,5,0,0,0,0,103,5,103,5,103,5,71,5
KIBIN,BARENGKOK,KP. SADANG,RT002-RW001,1.86620230736,PROVINSI,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,74,3,0,0,1,0,0,0,750,1,12,0,12,0,0,0,0,0,500,1,0,0,0,0,130,5,130,5,130,5,100,5
KIBIN,BARENGKOK,KP. SADANG,RT003-RW001,2.27708233236,PROVINSI,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,48,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,88,5,88,5,88,5,59,5
KIBIN,BARENGKOK,KP. SADANG,RT006-RW001,1.60527757341,PROVINSI,32,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,38,5,0,0,0,0,0,0,0,0,20,1,75,5,0,0,0,0,600,1,0,0,0,0,75,5,75,5,75,5,50,5
KIBIN,BARENGKOK,KP. SADANG,RT007-RW001,1.35647271661,PROVINSI,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,63,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,500,1,0,0,0,0,112,5,112,5,112,5,77,5
KIBIN,BARENGKOK,KP. SADANG,RT008-RW001,2.31228254103,PROVINSI,29,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,49,3,0,0,0,0,0,0,0,0,20,0,97,5,0,0,0,0,500,1,0,0,0,0,97,5,97,5,97,5,67,5
KIBIN,CIJERUK,KP. BARANGBETUNG,RT006-RW001,1.51286831737,KAB/KOTA,20,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,0,0,0,0,94,5,94,5,94,0,64,5
KIBIN,KETOS,KP. KEDALEMAN,RT003-RW001,3.9836421855,PROVINSI,28,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,30,0,0,0,3,0,0,0,500,3,191,5,0,0,0,0,0,0,500,5,4,0,4,0,195,5,195,5,195,0,134,5
KIBIN,KETOS,KP. PUCUY,RT004-RW001,2.15825639472,PROVINSI,37,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,30,1,0,0,4,0,0,0,400,1,115,5,115,5,0,0,0,0,600,5,0,0,0,0,115,5,115,5,115,5,90,5
KIBIN,KETOS,KP. PRIUK,RT005-RW001,0.737140389344,PROVINSI,37,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,18,1,0,0,4,0,0,0,500,3,44,3,63,5,0,0,0,0,400,5,10,0,10,0,63,5,63,5,63,5,63,5
KIBIN,KETOS,KP. PAYA,RT009-RW002,2.14983389348,PROVINSI,31,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,22,0,0,0,20,0,0,0,200,1,155,5,0,0,0,0,0,0,400,5,29,0,29,0,155,5,155,5,155,5,106,5
KIBIN,KETOS,KP. KAWAH,RT010-RW002,4.75610937466,PROVINSI,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,38,0,0,0,16,0,0,0,300,1,243,5,0,0,0,0,0,0,200,5,16,0,16,0,243,5,243,5,243,0,175,5
KOPO,GARUT,KP. PADAHARAN,RT012-RW004,2.6290060496,KAB/KOTA,27,KUMUH RINGAN,Kawasan Perkotaan Timur,25,1,0,0,1,0,0,0,250,1,124,5,0,0,0,0,0,0,600,5,0,0,0,0,124,5,124,5,124,0,85,5
KOPO,GARUT,KP. PADAHARAN,RT013-RW004,2.40537777642,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,29,1,0,0,1,0,0,0,0,0,157,5,0,0,0,0,0,0,650,5,1,0,1,0,161,5,161,5,161,0,109,5
KOPO,GARUT,KP. PADAHARAN,RT014-RW005,3.86418836802,KAB/KOTA,26,KUMUH RINGAN,Kawasan Perkotaan Timur,48,1,0,0,9,0,0,0,100,0,220,5,0,0,0,0,0,0,650,5,0,0,0,0,220,5,220,5,220,0,161,5
KOPO,KOPO,KP. CALINCING,RT001-RW005,1.58573320176,KAB/KOTA,33,KUMUH RINGAN,Kawasan Perkotaan Timur,10,0,0,0,8,0,0,0,500,3,75,5,78,5,0,0,0,0,500,5,10,0,10,0,78,5,78,5,78,0,60,5
KOPO,KOPO,KP. CALINCING,RT002-RW005,1.32185782194,KAB/KOTA,21,KUMUH RINGAN,Kawasan Perkotaan Timur,10,0,0,0,5,0,0,0,300,1,0,0,0,0,0,0,0,0,500,5,3,0,3,0,58,5,58,5,58,0,54,5
KOPO,KOPO,KP. CALINCING,RT003-RW005,1.55627377379,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,9,0,0,0,2,0,0,0,400,1,71,5,0,0,0,0,0,0,400,5,1,0,3,0,77,5,77,5,77,5,75,5
KOPO,MEKARBARU,KP. KABAYAN ATER,RT004-RW002,2.18313553693,PROVINSI,23,KUMUH RINGAN,Kawasan Perkotaan Timur,14,0,0,0,7,0,0,0,500,3,78,5,0,0,0,0,0,0,0,0,0,0,0,0,96,5,96,5,96,0,81,5
KOPO,MEKARBARU,KP. KABAYAN,RT005-RW002,2.89109921893,PROVINSI,25,KUMUH RINGAN,Kawasan Perkotaan Timur,26,1,0,0,24,0,0,0,200,1,78,3,0,0,0,0,0,0,400,5,25,0,25,0,103,5,103,5,103,0,103,5
KOPO,MEKARBARU,KP. KABAYAN,RT006-RW002,2.00789200025,PROVINSI,33,KUMUH RINGAN,Kawasan Perkotaan Timur,16,0,0,0,10,0,0,0,400,3,91,5,110,5,0,0,0,0,400,5,2,0,2,0,110,5,110,5,110,0,76,5
KOPO,MEKARBARU,KP. KABAYAN,RT007-RW002,3.03454220991,PROVINSI,28,KUMUH RINGAN,Kawasan Perkotaan Timur,14,0,0,0,5,0,0,0,800,5,49,3,0,0,0,0,0,0,200,5,4,0,4,0,86,5,86,5,86,0,73,5
KOPO,NANGGUNG,KP. CUKANGGALIH,RT009-RW003,3.63339084728,KAB/KOTA,30,KUMUH RINGAN,Kawasan Perkotaan Timur,125,5,0,0,5,0,0,0,400,1,12,0,0,0,0,0,1800,3,800,1,3,0,3,0,170,5,170,5,170,5,142,5
KOPO,RANCASUMUR,KP. RUKEM,RT002-RW001,1.7018377994,KAB/KOTA,34,KUMUH RINGAN,Kawasan Perkotaan Timur,24,3,0,0,2,0,0,0,600,1,48,5,0,0,0,0,0,0,500,5,6,0,6,0,50,5,50,5,50,5,40,5
KOPO,RANCASUMUR,KP. RUKEM,RT003-RW001,1.17238206707,KAB/KOTA,34,KUMUH RINGAN,Kawasan Perkotaan Timur,42,3,0,0,4,0,600,1,200,0,52,5,0,0,0,0,0,0,50,5,4,0,4,0,59,5,59,5,59,5,56,5
KOPO,RANCASUMUR,KP. RUKEM,RT004-RW001,1.1755861674,KAB/KOTA,38,KUMUH SEDANG,Kawasan Perkotaan Timur,59,3,0,0,5,0,0,0,500,5,73,5,0,0,0,0,0,0,300,5,4,0,4,0,84,5,84,5,84,5,78,5
KOPO,RANCASUMUR,KP. RUKEM,RT005-RW001,0.97973015248,KAB/KOTA,31,KUMUH RINGAN,Kawasan Perkotaan Timur,38,5,0,0,4,0,0,0,100,1,60,5,0,0,0,0,0,0,800,5,2,0,2,0,63,5,63,5,63,0,49,5
KRAGILAN,DUKUH,KP. DUKUH,RT011-RW005,1.07935882913,KAB/KOTA,27,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,29,1,0,0,5,0,0,0,300,3,44,3,80,5,0,0,0,0,0,0,13,0,13,0,80,5,80,5,80,0,58,5
KRAGILAN,DUKUH,KP. DUKUH,RT012-RW005,1.12376046889,KAB/KOTA,20,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,22,3,0,0,5,0,0,0,100,1,27,1,0,0,0,0,0,0,0,0,13,0,13,0,53,5,53,5,53,0,40,5
KRAGILAN,DUKUH,KP. DUKUH,RT013-RW005,1.31683274873,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,25,1,0,0,5,0,0,0,500,3,33,1,33,1,0,0,0,0,300,5,13,0,13,0,66,5,66,5,66,0,50,5
KRAGILAN,DUKUH,KP. DUKUH,RT014-RW005,3.90767843353,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,30,1,0,0,5,0,0,0,400,1,48,3,0,0,0,0,0,0,400,5,12,0,12,0,94,5,94,5,94,0,74,5
KRAGILAN,KENDAYAKAN,KP. KOSAMBI CAWANG,RT003-RW001,1.49894325749,KAB/KOTA,34,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,54,1,0,0,8,0,0,0,700,3,164,5,0,0,0,0,0,0,600,5,0,0,0,0,183,5,183,5,183,5,127,5
KRAGILAN,KRAMATJATI,KP.PABUARAN JATI,RT001-RW001,3.19660952331,PROVINSI,33,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,80,5,0,0,2,0,0,0,150,3,0,0,0,0,0,0,0,0,450,5,1,0,1,0,114,5,114,5,114,5,99,5
KRAGILAN,KRAMATJATI,KP.PABUARAN JATI,RT002-RW001,2.41767288496,PROVINSI,30,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,80,5,0,0,2,0,0,0,50,0,114,5,0,0,0,0,0,0,0,0,1,0,1,0,114,5,114,5,114,5,99,5
KRAGILAN,KRAMATJATI,KP. KRAMAT,RT003-RW002,1.34074880192,PROVINSI,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,81,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,0,105,5,105,5,105,0,100,5
KRAGILAN,KRAMATJATI,KP. KRAMAT,RT004-RW002,1.75364058563,PROVINSI,29,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,38,1,0,0,0,0,0,0,200,3,0,0,0,0,0,0,0,0,300,5,0,0,0,0,116,5,116,5,116,5,75,5
KRAGILAN,KRAMATJATI,KP. KRAMAT,RT010-RW001,3.47083458444,PROVINSI,23,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,59,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,133,5,133,5,133,5,92,5
KRAGILAN,SUKAJADI,KP. BATUBEULAH,RT001-RW001,2.11850198191,PROVINSI,25,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,95,3,0,0,2,0,0,0,600,3,77,3,0,0,0,0,0,0,100,1,2,0,2,0,135,5,135,5,135,0,130,5
KRAGILAN,SUKAJADI,KP. BATUBEULAH,RT002-RW001,5.09856897926,PROVINSI,34,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,78,3,0,0,0,0,0,0,700,3,165,3,261,5,0,0,0,0,300,5,0,0,0,0,261,5,261,5,261,0,122,5
KRAGILAN,SUKAJADI,KP. BATUBEULAH,RT003-RW001,3.5754083031,PROVINSI,36,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,128,5,0,0,2,0,0,0,500,3,133,3,204,5,0,0,0,0,400,5,0,0,22,0,204,5,204,5,204,0,143,5
KRAGILAN,SUKAJADI,KP. BATUBEULAH,RT004-RW001,1.23712894834,PROVINSI,33,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,1,0,0,0,2,0,0,0,800,5,48,3,66,5,0,0,0,0,600,5,1,0,1,0,66,5,66,5,66,0,51,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT001-RW001,1.47782681561,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,24,0,0,0,1,0,0,0,300,3,131,5,0,0,0,0,0,0,300,5,1,0,1,0,131,5,131,5,131,5,99,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT002-RW001,1.49709688396,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,31,1,0,0,2,0,0,0,50,0,120,5,0,0,0,0,0,0,200,5,0,0,0,0,123,5,123,5,123,0,86,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT003-RW001,2.21574717053,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,39,1,0,0,5,0,0,0,200,1,164,5,0,0,0,0,0,0,500,5,4,0,4,0,177,5,177,5,177,5,126,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT004-RW002,1.45689381954,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,12,0,0,0,3,0,0,0,400,3,46,3,0,0,0,0,0,0,200,5,2,0,2,0,66,5,66,5,66,0,54,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT005-RW002,1.53434045386,KAB/KOTA,24,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,11,1,0,0,8,0,0,0,0,0,39,3,0,0,0,0,0,0,200,5,6,0,6,0,56,5,56,5,56,0,36,5
KRAGILAN,UNDAR ANDIR,KP. UNDAR-ANDIR,RT006-RW002,0.786814395206,KAB/KOTA,24,KUMUH RINGAN,Kawasan Pusat Pemerintahan Baru ,11,1,0,0,3,0,0,0,100,0,39,3,0,0,0,0,0,0,250,5,3,0,3,0,56,5,56,5,56,0,36,5
KRAMATWATU,KRAMATWATU,KP. KRAMATWATU,RT005-RW001,3.49911682746,KAB/KOTA,18,KUMUH RINGAN,Kawasan Pesisir Barat Daya,23,1,0,0,0,0,0,0,280,1,103,5,103,5,0,0,100,0,400,1,0,0,0,0,0,0,0,0,103,0,82,5
KRAMATWATU,MARGASANA,KP. KESERANGAN,RT001-RW001,3.18657575609,KAB/KOTA,36,KUMUH RINGAN,Kawasan Pesisir Barat Daya,48,1,0,0,0,0,150,0,980,3,102,5,130,5,0,0,250,1,240,1,2,0,2,0,130,5,130,5,130,5,122,5
KRAMATWATU,PAMENGKANG,KP. DERMAYON,RT004-RW002,3.34004775021,PROVINSI,22,KUMUH RINGAN,Kawasan Pesisir Barat Daya,73,1,0,0,0,0,0,0,960,3,0,0,241,5,0,0,200,0,700,3,0,0,0,0,0,0,0,0,241,5,166,5
KRAMATWATU,PAMENGKANG,KP. DERMAYON,RT005-RW002,2.5367038205,PROVINSI,22,KUMUH RINGAN,Kawasan Pesisir Barat Daya,41,1,0,0,0,0,200,0,700,1,0,0,122,5,0,0,1000,5,100,0,0,0,0,0,0,0,0,0,122,5,104,5
KRAMATWATU,PAMENGKANG,KP. DERMAYON,RT006-RW002,2.28289039827,PROVINSI,33,KUMUH RINGAN,Kawasan Pesisir Barat Daya,46,3,0,0,0,0,0,0,300,1,0,0,93,5,0,0,200,1,400,3,4,0,9,0,93,5,93,5,93,5,81,5
KRAMATWATU,PAMENGKANG,KP. DERMAYON,RT009-RW002,1.89917335141,PROVINSI,33,KUMUH RINGAN,Kawasan Pesisir Barat Daya,48,3,0,0,0,0,0,0,300,1,0,0,93,5,0,0,200,1,400,3,4,0,9,0,93,5,93,5,93,5,81,5
KRAMATWATU,PEGADINGAN,KP. TEGALTANJUNG,RT001-RW004,2.0485689213,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat Daya,24,1,0,0,0,0,0,0,300,1,100,5,100,5,0,0,100,0,300,3,0,0,0,0,0,0,0,0,100,5,83,5
KRAMATWATU,PEGADINGAN,KP. TEGALTANJUNG,RT002-RW004,2.29758473929,KAB/KOTA,28,KUMUH RINGAN,Kawasan Pesisir Barat Daya,36,1,0,0,0,0,0,0,210,3,144,5,144,5,0,0,100,1,170,3,0,0,0,0,0,0,0,0,144,5,109,5
KRAMATWATU,PEGADINGAN,KP. TEGALTANJUNG,RT003-RW004,1.16430362639,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat Daya,15,0,0,0,0,0,80,0,340,3,62,5,62,5,0,0,100,1,100,1,0,0,0,0,0,0,0,0,62,5,61,5
KRAMATWATU,PEGADINGAN,KP. TEGALTANJUNG,RT004-RW004,1.04759774114,KAB/KOTA,25,KUMUH RINGAN,Kawasan Pesisir Barat Daya,15,0,0,0,0,0,0,0,200,1,80,5,80,5,0,0,200,3,160,1,0,0,0,0,0,0,0,0,80,5,62,5
KRAMATWATU,PEGADINGAN,KP. TEGALTANJUNG,RT005-RW004,1.06522200387,KAB/KOTA,24,KUMUH RINGAN,Kawasan Pesisir Barat Daya,14,0,0,0,0,0,0,0,110,0,68,5,68,5,0,0,150,1,350,3,0,0,0,0,0,0,0,0,68,5,59,5
KRAMATWATU,PELAMUNAN,KP. GEMPOL,RT006-RW003,1.44620512605,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat Daya,62,1,0,0,0,0,300,0,1300,3,196,5,196,5,0,0,200,1,200,1,0,0,0,0,0,0,0,0,196,5,151,5
KRAMATWATU,PELAMUNAN,KP. GEMPOL,RT007-RW003,1.03288730668,KAB/KOTA,26,KUMUH RINGAN,Kawasan Pesisir Barat Daya,1,0,0,0,0,0,0,0,890,5,70,5,77,5,0,0,200,1,50,0,17,0,17,0,0,0,0,0,77,5,56,5
KRAMATWATU,PELAMUNAN,KP. GEMPOL,RT008-RW003,1.89048800626,KAB/KOTA,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,70,5,0,0,3,0,100,0,750,1,87,5,94,5,0,0,300,3,150,1,19,0,19,0,0,0,0,0,94,5,86,5
KRAMATWATU,TELUK TERATE,KP. CILIA,RT002-RW002,1.77078464571,KAB/KOTA,16,KUMUH RINGAN,Kawasan Pesisir Barat Daya,32,1,0,0,16,0,0,0,10,0,17,0,133,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,133,5,94,5
KRAMATWATU,TELUK TERATE,KP. CILIA,RT003-RW002,1.23612844963,KAB/KOTA,18,KUMUH RINGAN,Kawasan Pesisir Barat Daya,33,3,0,0,0,0,0,0,70,0,7,0,75,5,0,0,0,0,80,0,0,0,0,0,0,0,0,0,75,5,52,5
KRAMATWATU,TERATE,KP. TERATE,RT006-RW002,1.19771206859,KAB/KOTA,38,KUMUH SEDANG,Kawasan Pesisir Barat Daya,45,3,0,0,16,0,0,0,270,5,52,3,73,5,0,0,150,3,30,0,42,3,42,3,0,0,51,3,73,5,73,5
KRAMATWATU,TERATE,KP. TERATE,RT007-RW002,0.775889310684,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Barat Daya,34,3,0,0,8,0,0,0,0,0,43,3,57,5,0,0,250,1,220,1,43,3,43,3,0,0,43,3,57,5,57,5
KRAMATWATU,TERATE,KP. TERATE,RT008-RW002,0.767593781977,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pesisir Barat Daya,75,3,0,0,20,0,0,0,150,0,60,3,113,5,0,0,150,3,30,0,62,3,64,3,0,0,80,3,113,5,113,5
KRAMATWATU,TONJONG,KP. TONJONG,RT001-RW001,2.81573981662,PUSAT,25,KUMUH RINGAN,Kawasan Pesisir Barat Daya,45,1,0,0,0,0,0,0,70,0,0,0,174,5,0,0,250,3,200,1,0,0,0,0,174,5,174,5,174,0,150,5
KRAMATWATU,TONJONG,KP. TONJONG,RT002-RW001,1.47251624128,PUSAT,29,KUMUH RINGAN,Kawasan Pesisir Barat Daya,17,1,0,0,1,0,0,0,170,1,0,0,77,5,0,0,250,1,220,1,0,0,0,0,77,5,77,5,77,5,54,5
KRAMATWATU,TONJONG,KP. TONJONG,RT003-RW001,1.89861494772,PUSAT,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,18,1,0,0,1,0,0,0,120,1,0,0,82,5,0,0,250,3,70,0,1,0,1,0,82,5,82,5,82,5,57,5
KRAMATWATU,TONJONG,KP. SINDANGJAYA,RT004-RW002,3.5210682598,PUSAT,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,30,1,0,0,3,0,0,0,80,0,0,0,115,5,0,0,300,3,210,1,2,0,2,0,115,5,115,5,115,5,100,5
KRAMATWATU,TONJONG,KP. KEPUH,RT005-RW003,1.31459677597,PUSAT,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,20,1,0,0,0,0,200,1,90,0,0,0,84,5,0,0,300,3,130,1,0,0,0,0,84,5,84,5,84,5,61,5
KRAMATWATU,TONJONG,KP. KEPUH,RT006-RW003,2.39463565689,PUSAT,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,37,1,0,0,0,0,0,0,150,1,0,0,152,5,0,0,200,3,100,1,0,0,0,0,152,5,152,5,152,5,100,5
KRAMATWATU,TONJONG,KP. LAMONGAN,RT007-RW004,2.59602768616,PUSAT,29,KUMUH RINGAN,Kawasan Pesisir Barat Daya,23,1,0,0,0,0,0,0,80,0,0,0,95,5,0,0,230,3,80,0,0,0,0,0,95,5,95,5,95,5,71,5
KRAMATWATU,TONJONG,KP. LAMONGAN,RT008-RW004,1.30956957956,PUSAT,29,KUMUH RINGAN,Kawasan Pesisir Barat Daya,27,1,0,0,0,0,0,0,120,1,0,0,107,5,0,0,200,1,110,1,0,0,0,0,107,5,107,5,107,5,82,5
KRAMATWATU,TONJONG,KP. KASUBAN,RT009-RW005,1.4680180736,PUSAT,30,KUMUH RINGAN,Kawasan Pesisir Barat Daya,29,1,0,0,3,0,0,0,80,1,0,0,108,5,0,0,250,3,100,0,0,0,0,0,108,5,108,5,108,5,94,5
KRAMATWATU,TONJONG,KP. KASUBAN,RT010-RW005,1.97946071467,PUSAT,31,KUMUH RINGAN,Kawasan Pesisir Barat Daya,21,1,0,0,3,0,0,0,210,3,0,0,83,5,0,0,150,1,150,1,0,0,0,0,83,5,83,5,83,5,72,5
LEBAK WANGI,BOLANG,KP. PULO,RT015-RW005,0.508111564516,KAB/KOTA,33,KUMUH RINGAN,Kawasan Pesisir Utara,29,5,0,0,2,0,200,1,400,3,11,0,0,0,0,0,100,1,150,3,0,0,0,0,46,5,46,5,46,5,29,5
LEBAK WANGI,BOLANG,KP. PULO,RT016-RW005,1.22119611445,KAB/KOTA,32,KUMUH RINGAN,Kawasan Pesisir Utara,46,5,0,0,6,0,100,1,100,1,30,1,0,0,0,0,50,1,140,3,0,0,0,0,76,5,76,5,76,5,50,5
LEBAK WANGI,BOLANG,KP. PULO,RT017-RW005,0.769079796971,KAB/KOTA,34,KUMUH RINGAN,Kawasan Pesisir Utara,45,5,0,0,9,0,100,1,200,3,33,1,0,0,0,0,100,1,150,3,8,0,8,0,111,5,111,5,111,5,50,5
LEBAK WANGI,KENCANA HARAPAN,KP. KEPAKSAN,RT001-RW001,1.90733176279,PROVINSI,28,KUMUH RINGAN,Kawasan Pesisir Utara,0,0,0,0,5,0,150,1,100,1,32,1,85,5,0,0,200,5,0,0,0,0,0,0,85,5,85,5,85,0,50,5
LEBAK WANGI,KENCANA HARAPAN,KP. KEPAKSAN,RT003-RW001,1.27081755867,PROVINSI,26,KUMUH RINGAN,Kawasan Pesisir Utara,0,0,0,0,5,0,150,1,80,0,92,5,0,0,0,0,200,5,0,0,9,0,9,0,92,5,92,5,92,0,48,5
